code,desc
6104,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts, knitted or crocheted (excl. wind-jackets and similar articles, slips, petticoats and panties, tracksuits, ski suits and swimwear)"
6105,"Men's or boys' shirts, knitted or crocheted (excl. nightshirts, T-shirts, singlets and other vests)"
6106,"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted (excl. T-shirts and vests)"
6107,"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted (excl. vests and singlets)"
6108,"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, dressing gowns, housecoats and similar articles, knitted or crocheted (excl. T-shirts, vests, brassieres, girdles, corsets and similar articles)"
6109,"T-shirts, singlets and other vests, knitted or crocheted"
6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted (excl. wadded waistcoats)"
6111,"Babies' garments and clothing accessories, knitted or crocheted (excl. hats)"
6112,"Track-suits, ski-suits and swimwear, knitted or crocheted"
6113,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics or other materials (excl. babies' garments and clothing accessories)"
6114,"Special garments for professional, sporting or other purposes, n.e.s., knitted or crocheted"
6115,"Pantyhose, tights, stockings, socks and other hosiery, incl. graduated compression hosiery [e.g., stockings for varicose veins] and footwear without applied soles, knitted or crocheted (excl. for babies)"
6116,"Gloves, mittens and mitts, knitted or crocheted (excl. for babies)"
6117,"Made-up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories, n.e.s."
6201,"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
6202,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
6203,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (excl. knitted or crocheted, wind-jackets and similar articles, separate waistcoats, tracksuits, ski suits and swimwear)"
6204,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (excl. knitted or crocheted, wind-jackets and similar articles, slips, petticoats and panties, tracksuits, ski suits and swimwear)"
6205,"Men's or boys' shirts (excl. knitted or crocheted, nightshirts, singlets and other vests)"
6206,"Women's or girls' blouses, shirts and shirt-blouses (excl. knitted or crocheted and vests)"
6207,"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles (excl. knitted or crocheted)"
6208,"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, dressing gowns, housecoats and similar articles (excl. knitted or crocheted, brassières, girdles, corsets and similar articles)"
6209,Babies' garments and clothing accessories of textile materials (excl. knitted or crocheted and hats)
6210,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. knitted or crocheted, and babies' garments and clothing accessories)"
6211,"Tracksuits, ski suits, swimwear and other garments, n.e.s. (excl. knitted or crocheted)"
6212,"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excl. belts and corselets made entirely of rubber)"
6213,"Handkerchiefs, of which no side exceeds 60 cm (excl. knitted or crocheted)"
6214,"Shawls, scarves, mufflers, mantillas, veils and similar articles (excl. knitted or crocheted)"
6215,"Ties, bow ties and cravats of textile materials (excl. knitted or crocheted)"
6216,"Gloves, mittens and mitts, of all types of textile materials (excl. knitted or crocheted and for babies)"
6217,"Made-up clothing accessories and parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excl. knitted or crocheted)"
6301,"Blankets and travelling rugs of all types of textile materials (excl. table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
6302,"Bedlinen, table linen, toilet linen and kitchen linen of all types of textile materials (excl. floorcloths, polishing cloths, dishcloths and dusters)"
6303,"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile materials (excl. awnings and sunblinds)"
6304,"Articles for interior furnishing, of all types of textile materials (excl. blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, lampshades and articles of heading 9404)"
6305,"Sacks and bags, of a kind used for the packing of goods, of all types of textile materials"
6306,"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods of all types of textile materials (excl. flat protective coverings of light woven fabrics; umbrella and play tents; rucksacks, napsacks and similar containers; sleeping bags, mattresses and pillows, incl. th"
6307,"Made-up articles of textile materials, incl. dress patterns, n.e.s."
6308,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered tablecloths or serviettes, or similar textile articles, put up in packings for retail sale (excl. sets for making up into articles of clothing)"
6309,"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles for interior furnishing, of all types of textile materials, incl. all types of footwear and headgear, showing signs of appreciable wear and presented in bulk or in bales, sacks or similar packings (excl. ca"
6310,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile materials"
6401,"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. orthopaedic footwear, toy footwear, skating boots with ice skates attached, shin-guards"
6402,"Footwear with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401, orthopaedic footwear, skating boots with ice or roller skates attached, and toy footwear)"
6403,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather (excl. orthopaedic footwear, skating boots with ice or roller skates attached, and toy footwear)"
6404,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials (excl. toy footwear)"
6405,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather or textile materials; footwear with outer soles of leather or composition leather, with uppers other than leather or textile materials; footwear with outer soles of wood, cork, twine, paperboard, furskin, wo"
6406,"Parts of footwear, incl. uppers whether or not attached to soles other than outer soles; removable in-soles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof (excl. articles of asbestos)"
6501,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons, incl. slit manchons, of felt"
6502,"Hat-shapes, plaited or made by assembling strips of any material (excl. blocked to shape, with made brims, lined, or trimmed)"
6504,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed (excl. headgear for animals, and toy and carnival headgear)"
6505,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hairnets of any material, whether or not lined or trimmed (excl. headgear for animals, and toy and carnival headgear)"
6506,"Headgear, whether or not lined or trimmed, n.e.s."
6507,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear (excl. headbands used by sportsmen as sweatbands, knitted or crocheted)"
6601,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas (excl. toy umbrellas and beach tents)"
6602,"Walking sticks, seat-sticks, whips, riding-crops and the like (excl. measure walking sticks, crutches, firearm-sticks and sports sticks)"
6603,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking sticks, seat-sticks, whips, riding-crops and the like of heading 6602"
6701,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (excl. goods of heading 0505, worked quills and scapes, footwear and headgear, articles of bedding and similar furnishing of heading 9404, toys, games and sports requisites, and collectors'"
6702,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, foliage or fruit, by binding, glueing, fitting into one another or similar methods"
6703,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other textile materials, prepared for use in making wigs or the like (excl. natural plaits of human hair, whether or not washed and degreased, but not otherwise processed)"
6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair, n.e.s."
6801,"Setts, curbstones and flagstones, of natural stone (excl. slate)"
6802,"Monumental or building stone, natural (excl. slate), worked, and articles; mosaic cubes etc. of natural stone, incl. slate, whether or not on a backing; artificially coloured granules, chippings, powder, of natural stone, incl. slate (excl. setts, curbstones, flagstones; articles of fused basalt and of f"
6803,"Worked slate and articles of slate or of agglomerated slate (excl. slate granules, chippings and powder, mosaic cubes and the like, slate pencils, and ready-to-use slates or boards with writing or drawing surfaces)"
6804,"Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, pulping, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics, with or without"
6805,"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard or other materials, whether or not cut to shape or sewn or otherwise made up"
6806,"Slag-wool, rock-wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials (excl. articles of light concrete, asbestos, asbestos-cement, cellulo"
6807,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch"
6808,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste of wood, agglomerated with cement, plaster or other mineral binders (excl. articles of asbestos-cement, cellulose fibre-cement or the like)"
6809,"Articles of plaster or of compositions based on plaster (excl. plaster bandages for straightening fractures, put up for retail sale; plaster splints for the treatment of fractures; lightweight with plaster agglomerated building boards or articles for heat-insulation, sound-insulation or sound absorption;"
6810,"Articles of cement, concrete or artificial stone, whether or not reinforced"
6811,"Articles of asbestos-cement, cellulose fibre-cement or the like"
6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos, e.g., thread, woven fabric, clothing, headgear, footwear, gaskets, whether or not reinforced (excl. friction material with a basis of asbestos, and"
6813,"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, pads, not mounted, for brakes, clutches or the like, with a basis of asbestos, other mineral substances or cellulose, whether or not combined with textile or other materials (excl. mounted friction material)"
6814,"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials (excl. electrical insulators, insulating fittings, resistors and capacitors, protective goggles of mica and their glasses, and mica in the form of Christmas tree"
6815,"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres and articles of peat, n.e.s."
6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite or diatomite, or of similar siliceous earths"
6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excl. those of siliceous fossil meals or similar siliceous earths)"
6903,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and other refractory ceramic goods (excl. those of siliceous fossil meals or of similar siliceous earths, and refractory bricks, blocks, tiles and similar refractory ceramic constructional goods)"
6904,"Ceramic building bricks, flooring blocks, support or filler tiles and the like (excl. those of siliceous fossil meals or similar siliceous earths, refractory bricks of heading 6902, and flags and pavings, hearth and wall tiles of heading 6907 and 6908)"
6905,"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods (excl. of siliceous fossil meals or similar siliceous earths, refractory ceramic constructional components, pipes and other components for drainage and similar purposes)"
6906,"Ceramic pipes, conduits, guttering and pipe fittings (excl. of siliceous fossil meals or similar siliceous earths, refractory ceramic goods, chimney liners, pipes specifically manufactured for laboratories, insulating tubing and fittings and other piping for electrotechnical purposes)"
6907,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and the like, whether or not on a backing (excl. of siliceous fossil meals or similar siliceous earths, refractory ceramic goods, tiles specially adapted as table mats, ornamental articles and tiles specifically manufa"
6908,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the like, whether or not on a backing (excl. of siliceous fossil meals or similar siliceous earths, refractory ceramic goods, tiles specially adapted as table mats, ornamental articles and tiles specifically manufactur"
6909,"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles used in agriculture; ceramic pots, jars and similar articles used for the conveyance or packing of goods (excl. millstones, polishing stones, grindstones and the like of heading 6804; refractory"
6910,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures (excl. soap dishes, sponge holders, tooth-brush holders, towel hooks and toilet paper holders)"
6911,"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china (excl. baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spic"
6912,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than porcelain or china (excl. baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coff"
6913,"Statuettes and other ornamental ceramic articles, n.e.s."
6914,"Ceramic articles, n.e.s."
7001,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, granules or flakes)"
7002,"Glass in balls, rods or tubes, unworked (excl. glass microspheres <= 1 mm in diameter, glass balls of the nature of a toy)"
7003,"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"
7004,"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"
7005,"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"
7006,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, bent, edge-worked, engraved, enamelled or otherwise worked, but not framed or fitted with other materials (excl. safety glass, multiple-walled insulating units of glass, glass in the form of a mirror)"
7007,"Safety glass, toughened ""tempered"", laminated safety glass (excl. multiple-walled insulating units of glass, glasses for spectacles and clock or watch glasses)"
7008,Multiple-walled insulating units of glass
7009,"Glass mirrors, whether or not framed, incl. rear-view mirrors (excl. optical mirrors, optically worked, mirrors > 100 years old)"
7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods, preserving jars, stoppers, lids and other closures, of glass (excl. glass envelopes and containers, with vacuum insulation, perfume atomizers, flasks, bottles etc."
7011,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for electric lamps, cathode ray tubes or the like"
7013,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (excl. goods of heading 7018, glass preserving jars ""sterilising jars"", mirrors, leaded lights and the like, lighting fittings and parts thereof, atomizers for perfume and the like, vacuum flasks and other"
7014,"Signalling glassware and optical elements of glass, not optically worked (excl. clock or watch glasses, glasses for non-corrective or corrective spectacles, incl. hollow glass spheres and their segments, for the manufacture of such glasses, microspheres, loose, lighting fittings and parts thereof)"
7015,"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, curved, bent, hollowed or the like, but not optically worked, hollow glass spheres and their segments, for the manufacture of such glasses (excl. flat glass for such purposes)"
7016,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, for building or construction purposes (excl. laminated safety glass and multiple-walled insulating units of glass); glass cubes and glass smallwares, whether or not on a backing, for mosaics"
7017,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excl. containers for the conveyance or packing of goods, measuring, checking or medical instruments and apparatus of chapter 90)"
7018,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares, and articles thereof (excl. imitation jewellery); glass eyes (excl. prosthetic articles); statuettes and other ornaments of lamp-worked glass (excl. imitation jewellery); glass microspheres with a diam"
7019,"Glass fibres, incl. glass wool, and articles thereof (excl. mineral wools and articles thereof, optical fibres, fibre bundles or cable, electrical insulators or parts thereof, brushes of glass fibres, dolls' wigs)"
7020,"Articles of glass, n.e.s."
7101,"Pearls, natural or cultured, whether or not worked or graded, but not strung, mounted or set, pearls, natural or cultured, temporarily strung for convenience of transport (excl. imitations of natural pearls and mother-of-pearl)"
7102,"Diamonds, whether or not worked, but not mounted or set (excl. unmounted stones for pick-up styluses, worked stones, suitable for use as parts of meters, measuring instruments or other articles of chapter 90)"
7103,"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, mounted or set, ungraded precious stones and semi-precious stones, temporarily strung for convenience of transport (excl. diamonds and imitation precious stones and semi-precious stones)"
7104,"Precious and semi-precious stones, synthetic or reconstructed, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport"
7105,Dust and powder of natural or synthetic precious or semi-precious stones
7106,"Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, or in powder form"
7107,"Base metals clad with silver, not further worked than semi-manufactured"
7108,"Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form"
7109,"Base metals or silver, clad with gold, not further worked than semi-manufactured"
7110,"Platinum, incl. palladium, rhodium, iridium, osmium and ruthenium, unwrought or in semi-manufactured forms, or in powder form"
7111,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured"
7112,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious-metal compounds, of a kind used principally for the recovery of precious metal (excl. waste and scrap melted down into unworked blocks, ingots, or similar forms)"
7113,"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal (excl. articles > 100 years old)"
7114,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal (excl. jewellery, clocks, watches and parts thereof, musical instruments, arms, perfume atomizers and their atomizing heads, original sculptures, collectors' pieces and antiques)"
7115,"Articles of precious metal or of metal clad with precious metal, n.e.s."
7116,"Articles of natural or cultured pearls, precious or semi-precious stones ""natural, synthetic or reconstructed"", n.e.s."
7117,Imitation jewellery
7118,"Coin, incl. legal tender (excl. medals, jewellery made from coins, collectors' items of numismatic value, waste and scrap)"
7201,"Pig iron and spiegeleisen, in pigs, blocks or other primary forms"
7202,Ferro-alloys
7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94%, in lumps, pellets or similar forms"
7204,"Ferrous waste and scrap; remelting scrap ingots of iron or steel (excl. slag, scale and other waste from the production of iron or steel; radioactive waste and scrap; fragments of pigs, blocks or other primary forms of pig iron or spiegeleisen)"
7205,"Granules and powders of pig iron, spiegeleisen, iron or steel (excl. granules and powders of ferro-alloys, turnings and filings of iron or steel, radioactive iron powders ""isotopes"" and certain low-calibre, substandard balls for ballbearings)"
7206,"Iron and non-alloy steel in ingots or other primary forms (excl. remelting scrap ingots, products obtained by continuous casting and iron of heading 7203)"
7207,Semi-finished products of iron or non-alloy steel
7208,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, plated or coated"
7209,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", not clad, plated or coated"
7210,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated"
7211,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", not clad, plated or coated"
7212,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated"
7213,"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils"
7214,"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but incl. those twisted after rolling (excl. in irregularly wound coils)"
7215,"Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further worked, or hot-formed and further worked, n.e.s."
7216,"Angles, shapes and sections of iron or non-alloy steel, n.e.s."
7217,"Wire of iron or non-alloy steel, in coils (excl. bars and rods)"
7218,Stainless steel in ingots or other primary forms (excl. remelting scrap ingots and products obtained by continuous casting); semi-finished products of stainless steel
7219,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"""
7220,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"""
7221,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"
7222,"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s."
7223,"Wire of stainless steel, in coils (excl. bars and rods)"
7224,"Steel, alloy, other than stainless, in ingots or other primary forms, semi-finished products of alloy steel other than stainless (excl. waste and scrap in ingot form, and products obtained by continuous casting)"
7225,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"""
7226,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"""
7227,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils"
7228,"Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy steel other than stainless, n.e.s.; hollow drill bars and rods, of alloy or non-alloy steel"
7229,"Wire of alloy steel other than stainless, in coils (excl. bars and rods)"
7301,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel"
7302,"Railway or tramway track construction material of iron or steel, the following : rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers ""cross-ties"", fish-plates, chairs, chair wedges, sole plates ""base plates"", rail clips, bedplates, ties and oth"
7303,"Tubes, pipes and hollow profiles, of cast iron"
7304,"Tubes, pipes and hollow profiles, seamless, of iron or steel (excl. products of cast iron)"
7305,"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled products of iron or steel ""e.g., welded, riveted or similarly closed"""
7306,"Tubes, pipes and hollow profiles ""e.g., open seam or welded, riveted or similarly closed"", of iron or steel (excl. of cast iron, seamless tubes and pipes and tubes having internal and external circular cross-sections and an external diameter of > 406,4 mm)"
7307,"Tube or pipe fittings ""e.g. couplings, elbows, sleeves"", of iron or steel"
7308,"Structures and parts of structures ""e.g., bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns"", of iron or steel; plates, rods, angles, shapes, sections, tubes an"
7309,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material ""other than compressed or liquefied gas"", of a capacity of > 300 l, not fitted with mechanical or thermal equipment, whether or not lined or heat-insulated (excl. containers specifically constructed or equipped for one or"
7310,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ""other than compressed or liquefied gas"", of a capacity of <= 300 l, not fitted with mechanical or thermal equipment, whether or not lined or heat-insulated, n.e.s."
7311,"Containers of iron or steel, for compressed or liquefied gas (excl. containers specifically constructed or equipped for one or more types of transport)"
7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel (excl. electrically insulated products and twisted fencing wire and barbed wire)"
7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel"
7314,"Cloth, incl. endless bands, grill, netting and fencing, of iron or steel wire, expanded metal of iron or steel (excl. woven products of metal fibres of a kind used for cladding, lining or similar purposes)"
7315,"Chain and parts thereof, or iron or steel (excl. watch chains, necklace chains and the like, cutting and saw chain, skid chain, scraper chain for conveyors, toothed chain for textile machinery and the like, safety devices with chains for securing doors, measuring chains)"
7316,"Anchors, grapnels and parts thereof, of iron or steel"
7317,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, whether or not with heads of other material (excl. such articles with heads of copper and staples in strips)"
7318,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers, incl. spring washers, and similar articles, of iron or steel (excl. lag screws, stoppers, plugs and the like, threaded)"
7319,"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, n.e.s."
7320,"Springs and leaves for springs, of iron or steel (excl. clock and watch springs, springs for sticks and handles of umbrellas or parasols, shock absorbers and torque rod or torsion bar springs of Section 17)"
7321,"Stoves, ranges, grates, cookers, incl. those with subsidiary boilers for central heating, barbecues, braziers, gas rings, plate warmers and similar non-electric domestic appliances, and parts thereof of iron or steel (excl. boilers and radiators for central heating, geysers and hot water cylinders)"
7322,"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel; air heaters and hot-air distributors, incl. distributors which can also distribute fresh or conditioned air, non-electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or stee"
7323,"Table, kitchen or other household articles, and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the n"
7324,"Sanitary ware, and parts thereof, of iron or steel (excl. cans, boxes and similar containers of heading 7310, small wall cabinets for medical supplies or toiletries and other furniture of chapter 94, and fittings)"
7325,"Articles of iron or steel, cast, n.e.s."
7326,"Articles of iron or steel, n.e.s. (excl. cast articles)"
7401,"Copper mattes; cement copper ""precipitated copper"""
7402,"Copper, unrefined; copper anodes for electrolytic refining"
7403,"Copper, refined, and copper alloys, unwrought (excl. copper alloys of heading 7405)"
7404,"Waste and scrap, of copper (excl. ingots or other similar unwrought shapes, of remelted copper waste and scrap, ashes and residues containing copper, and waste and scrap of primary cells, primary batteries and electric accumulators)"
7405,"Master alloys of copper (excl. phosphorus-copper compounds ""copper phosphide"" containing by weight > 15% phosphorus)"
7406,"Powders and flakes, of copper (excl. grains of copper and spangles of heading 8308)"
7407,"Bars, rods and profiles, of copper, n.e.s."
7408,"Copper wire (excl. surgical sutures, stranded wire, cables, plaited bands and the like and other articles of heading 7413, electrically insulated wires and strings for musical instruments)"
7409,"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excl. expanded sheet and strip copper and electrically insulated strip)"
7410,"Copper foil ""whether or not printed or backed with paper, paperboard, plastics or similar backing materials"", of a thickness ""excl. any backing"" of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)"
7411,Copper tubes and pipes
7412,"Copper tube or pipe fittings ""e.g., couplings, elbows, sleeves"""
7413,"Stranded wire, cables, plaited bands and the like, of copper (excl. electrically insulated products)"
7415,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron or steel and heads of copper, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers ""incl. spring washers"" and similar articles, of copper (excl. staples in strips, and lag screws, plugs, bungs an"
7418,"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot scourers and scouring or polishing pads, gloves and the like, of copper (excl. cans, boxes and similar containers of heading 7419, articles of the nature of a work implement, articles of cutlery, spoons, ladles,"
7419,"Other articles of copper, n.e.s."
7501,"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy :"
7502,Unwrought nickel
7503,"Waste and scrap, of nickel (excl. ingots or other similar unwrought shapes, of remelted nickel waste and scrap, ashes and residues containing nickel and waste and scrap of primary cells, primary batteries and electric accumulators)"
7504,"Powders and flakes, of nickel (excl. nickel oxide sinters)"
7505,"Bars, rods, profiles and wire, of nickel (excl. electrically insulated products)"
7506,"Plates, sheets, strip and foil, of nickel (excl. expanded plates, sheets or strip)"
7507,"Tubes, pipes and tube or pipe fittings ""e.g., couplings, elbows, sleeves"", of nickel"
7508,"Articles of nickel, n.e.s. (excl. powder, flakes, bars, profiles, wire, plates, sheets, strip, foil, tubes, pipes and tube or pipe fittings)"
7601,Unwrought aluminium
